id,conviction_type,core_referral,exp_release_date,onboard_date,general_risk,violent_risk,sexual_risk,needs_screen,onboard_year,qualifies_need,override,referral_decision,add_referral,start_date,completion_status,end_date
9987,IGV,Kyrios,05/02/2011,20/02/2009,48,27,28,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
12604,SVA,Kyrios,22/08/2018,06/09/2016,48,39,68,1,NA,Yes,No,Allocated,Doro S,11/11/2016,Completed,30/07/2017
30786,SVC,Kyrios,24/02/2012,11/03/2009,32,18,47,0,NA,No,No,NA,NA,NA,NA,NA
11878,IGV,Kyrios,14/06/2016,30/06/2014,38,38,19,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
7272,SVC,Kyrios,26/03/2009,11/04/2007,29,36,69,1,NA,Yes,No,Allocated,Doro S,04/06/2008,Completed,13/03/2009
1386,SVA,Kyrios,25/05/2007,09/06/2004,63,58,66,0,NA,No,No,NA,NA,NA,NA,NA
11266,LGA,Kyrios,06/09/2007,21/09/2004,40,34,16,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
24872,LGA,Kyrios,20/08/2019,04/09/2016,48,52,14,2,NA,Yes,No,Allocated,NA,18/12/2017,Completed,18/06/2018
17270,IGV,Kyrios,11/06/2010,27/06/2007,60,46,15,1,NA,Yes,No,Allocated,Doro V,05/06/2009,Completed,10/03/2010
42368,IGV,Kyrios,18/07/2016,03/08/2013,64,65,19,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
35622,IGV,Kyrios,05/01/2018,21/01/2015,46,52,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44739,IGV,Kyrios,03/04/2011,18/04/2009,25,32,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
15453,LGA,Kyrios,17/03/2018,02/04/2015,34,30,17,0,NA,No,No,NA,NA,NA,NA,NA
29754,IGV,Kyrios,10/09/2009,26/09/2007,19,32,40,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2266,ATH,Kyrios,09/04/2010,25/04/2007,34,30,1,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
5714,LGA,Kyrios,05/08/2018,20/08/2016,56,52,27,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
24390,ATH,Kyrios,09/10/2009,25/10/2007,48,50,15,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
38739,IGV,Kyrios,05/08/2010,20/08/2008,78,68,40,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
37938,LGA,Kyrios,16/09/2008,02/10/2005,41,29,17,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
27737,LGA,Kyrios,22/05/2007,06/06/2005,54,55,27,0,NA,No,No,NA,NA,NA,NA,NA
41712,SVC,Kyrios,02/12/2010,18/12/2007,15,9,51,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
45241,IGV,Kyrios,19/03/2016,04/04/2013,51,31,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39517,EXT,Kyrios,16/08/2013,01/09/2011,32,20,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
42310,IGV,Kyrios,30/01/2018,15/02/2016,55,52,20,2,NA,Yes,No,Allocated,Doro V,02/04/2017,Completed,08/12/2017
29702,LGA,Kyrios,20/06/2010,06/07/2007,65,68,28,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
10257,LGA,Kyrios,20/02/2014,08/03/2011,37,29,27,0,NA,No,No,NA,NA,NA,NA,NA
11807,SVC,Kyrios,23/11/2017,09/12/2015,31,30,33,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33062,SVC,Kyrios,16/12/2019,31/12/2017,32,30,59,2,NA,Yes,No,Allocated,Doro S,11/07/2018,Completed,01/04/2019
28306,IGV,Kyrios,22/05/2014,07/06/2011,50,38,6,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40900,IPV,Kyrios,25/04/2008,11/05/2006,52,50,20,0,NA,No,No,NA,NA,NA,NA,NA
30884,LGA,Kyrios,29/09/2011,14/10/2009,47,50,14,0,NA,No,No,NA,NA,NA,NA,NA
21526,SVC,Kyrios,11/05/2013,27/05/2011,20,26,47,1,NA,Yes,No,Allocated,Doro S,18/06/2012,Completed,04/04/2013
45660,SVC,Kyrios,02/04/2007,17/04/2004,35,24,47,1,NA,Yes,No,Allocated,Doro S,02/11/2005,Completed,13/08/2006
30564,LGA,Kyrios,08/06/2020,24/06/2017,34,22,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
4176,ATH,Kyrios,01/05/2016,17/05/2014,21,36,13,0,NA,No,No,NA,NA,NA,NA,NA
24986,IPV,Kyrios,25/02/2019,12/03/2017,21,30,4,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
24359,SVC,Kyrios,07/07/2011,22/07/2009,15,12,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17254,SVA,Kyrios,02/01/2014,18/01/2012,29,28,32,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
42877,LGA,Kyrios,19/06/2019,04/07/2016,42,38,5,1,NA,Yes,No,Allocated,NA,18/10/2016,Completed,05/05/2017
33242,IGV,Kyrios,12/02/2013,28/02/2010,35,42,26,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17422,IGV,Kyrios,15/10/2015,30/10/2012,28,41,35,0,NA,No,No,NA,NA,NA,NA,NA
4840,LGA,Kyrios,27/07/2011,11/08/2008,35,32,25,1,NA,Yes,No,Allocated,NA,21/05/2010,Completed,01/11/2010
37749,ATH,Kyrios,01/12/2018,17/12/2015,12,12,35,1,NA,Yes,No,Allocated,NA,02/03/2017,Completed,13/09/2017
42835,IGV,Kyrios,25/04/2013,11/05/2010,59,54,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
39314,IGV,Kyrios,30/10/2018,14/11/2016,5,24,50,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
14838,LGA,Kyrios,23/04/2013,09/05/2011,40,40,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
19066,IPV,Kyrios,28/10/2011,12/11/2009,47,42,10,0,NA,No,No,NA,NA,NA,NA,NA
45596,LGA,Kyrios,29/11/2009,15/12/2007,38,46,16,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
44337,ATH,Kyrios,12/07/2019,27/07/2017,28,35,9,1,NA,Yes,No,Allocated,NA,12/11/2017,Completed,29/05/2018
241,LGA,Kyrios,05/06/2008,21/06/2006,48,38,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40709,IPV,Kyrios,13/07/2018,28/07/2016,34,39,26,0,NA,No,No,NA,NA,NA,NA,NA
3676,IGV,Kyrios,09/04/2015,24/04/2013,80,68,48,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17775,IGV,Kyrios,30/10/2018,15/11/2015,30,26,37,0,NA,No,No,NA,NA,NA,NA,NA
15537,SVC,Kyrios,08/10/2014,23/10/2012,11,3,52,0,NA,No,No,NA,NA,NA,NA,NA
15360,LGA,Kyrios,21/07/2013,06/08/2010,58,67,22,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
244,LGA,Kyrios,03/12/2011,18/12/2008,37,34,26,1,NA,Yes,No,Allocated,NA,11/03/2010,Completed,19/09/2010
35826,ATH,Kyrios,12/02/2018,28/02/2016,33,39,3,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
27001,LGA,Kyrios,25/08/2019,09/09/2016,43,48,15,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
31679,LGA,Kyrios,20/07/2007,04/08/2005,61,57,26,2,NA,Yes,No,Allocated,NA,01/06/2006,Completed,28/11/2006
43258,IGV,Kyrios,22/04/2009,08/05/2007,64,40,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
21927,IGV,Kyrios,14/02/2019,01/03/2017,50,56,24,0,NA,No,No,NA,NA,NA,NA,NA
12348,SVC,Kyrios,29/05/2013,14/06/2010,32,22,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36062,IGV,Kyrios,22/02/2014,09/03/2012,41,43,49,0,NA,No,No,NA,NA,NA,NA,NA
24201,LGA,Kyrios,06/01/2015,21/01/2013,25,40,16,0,NA,No,No,NA,NA,NA,NA,NA
7815,IGV,Kyrios,23/04/2018,08/05/2016,56,54,23,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44757,ATH,Kyrios,01/09/2014,17/09/2011,48,32,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
23409,LGA,Kyrios,01/03/2012,17/03/2009,54,50,28,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
8566,IGV,Kyrios,06/10/2013,22/10/2011,44,39,22,0,NA,No,No,NA,NA,NA,NA,NA
8357,ATH,Kyrios,17/02/2009,05/03/2007,31,43,18,0,NA,No,No,NA,NA,NA,NA,NA
13536,ATH,Kyrios,31/12/2017,16/01/2015,5,14,45,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40623,ATH,Kyrios,11/01/2018,27/01/2016,41,52,11,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
30422,LGA,Kyrios,13/08/2007,28/08/2005,36,50,13,3,NA,Yes,No,Allocated,NA,22/10/2006,Completed,18/04/2007
44206,LGA,Kyrios,06/08/2011,21/08/2008,33,22,2,0,NA,No,No,NA,NA,NA,NA,NA
31761,LGA,Kyrios,27/06/2014,12/07/2012,51,40,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
34651,IPV,Kyrios,01/03/2010,16/03/2008,27,41,7,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
4007,LGA,Kyrios,03/04/2010,19/04/2007,22,35,17,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
41564,IGV,Kyrios,18/10/2017,03/11/2015,63,62,21,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
3248,LGA,Kyrios,10/07/2009,26/07/2007,13,30,13,0,NA,No,No,NA,NA,NA,NA,NA
26857,LGA,Kyrios,10/12/2019,25/12/2016,37,27,14,0,NA,No,No,NA,NA,NA,NA,NA
39059,IGV,Kyrios,23/12/2006,07/01/2005,41,42,38,1,NA,Yes,No,Allocated,Doro V,10/11/2005,Completed,08/08/2006
8886,LGA,Kyrios,15/08/2015,30/08/2012,47,33,59,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
24370,LGA,Kyrios,02/12/2006,17/12/2004,33,40,13,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
631,EXT,Kyrios,27/12/2007,11/01/2006,45,32,23,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
2420,ATH,Kyrios,14/07/2010,29/07/2008,36,40,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
41730,SVC,Kyrios,04/04/2010,20/04/2007,27,24,44,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33184,LGA,Kyrios,09/05/2016,25/05/2014,83,52,83,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
19399,ATH,Kyrios,30/09/2013,16/10/2011,51,46,12,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
29055,IGV,Kyrios,27/06/2020,13/07/2017,39,46,18,1,NA,Yes,No,Allocated,Doro V,29/09/2019,Completed,06/06/2020
37516,IGV,Kyrios,18/05/2012,03/06/2009,37,44,23,1,NA,Yes,No,Allocated,Doro V,17/06/2011,Completed,01/03/2012
7818,LGA,Kyrios,13/10/2007,28/10/2004,34,18,15,2,NA,Yes,No,Allocated,NA,25/03/2005,Completed,27/09/2005
19512,IGV,Kyrios,09/11/2011,24/11/2008,48,32,2,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
8661,IGV,Kyrios,23/06/2006,08/07/2004,21,16,40,0,NA,No,No,NA,NA,NA,NA,NA
46669,LGA,Kyrios,31/12/2014,16/01/2012,45,54,3,2,NA,Yes,No,Allocated,NA,13/02/2014,Completed,20/08/2014
13472,IGV,Kyrios,30/08/2019,14/09/2017,31,30,15,0,NA,No,No,NA,NA,NA,NA,NA
2839,ATH,Kyrios,10/06/2009,26/06/2006,6,6,46,2,NA,Yes,No,Allocated,NA,28/11/2006,Completed,12/05/2007
11691,IGV,Kyrios,13/07/2010,28/07/2008,29,35,5,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
40117,LGA,Kyrios,10/10/2013,26/10/2011,76,59,15,1,NA,Yes,No,Allocated,NA,22/11/2011,Completed,19/05/2012
16074,IGV,Kyrios,31/12/2011,15/01/2010,51,30,14,0,NA,No,No,NA,NA,NA,NA,NA
10802,IGV,Kyrios,23/07/2013,08/08/2011,37,52,28,1,NA,Yes,No,Allocated,Doro V,20/10/2012,Completed,25/07/2013
5296,LGA,Kyrios,17/04/2012,03/05/2010,39,37,2,0,NA,No,No,NA,NA,NA,NA,NA
36442,LGA,Kyrios,02/04/2011,17/04/2009,44,52,12,0,NA,No,No,NA,NA,NA,NA,NA
39457,ATH,Kyrios,18/08/2011,02/09/2008,57,52,39,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
29048,SVT,Kyrios,07/05/2016,23/05/2013,35,26,19,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
19571,IGV,Kyrios,27/08/2007,11/09/2005,83,70,24,0,NA,No,No,NA,NA,NA,NA,NA
45560,ATH,Kyrios,24/03/2007,08/04/2005,22,35,17,1,NA,Yes,No,Allocated,NA,02/03/2006,Completed,13/09/2006
27483,SVA,Kyrios,09/10/2006,24/10/2004,5,22,46,0,NA,No,No,NA,NA,NA,NA,NA
9037,IGV,Kyrios,17/07/2013,02/08/2011,32,26,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
15149,IGV,Kyrios,12/08/2017,28/08/2014,37,48,16,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
16029,SVA,Kyrios,29/09/2010,14/10/2008,45,32,80,0,NA,No,No,NA,NA,NA,NA,NA
44788,IGV,Kyrios,29/10/2017,14/11/2014,75,70,30,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
23825,IGV,Kyrios,06/06/2016,22/06/2014,34,44,21,0,NA,No,No,NA,NA,NA,NA,NA
1512,SVA,Kyrios,14/07/2010,30/07/2007,26,24,45,0,NA,No,No,NA,NA,NA,NA,NA
46304,ATH,Kyrios,23/08/2013,08/09/2011,32,27,16,0,NA,No,No,NA,NA,NA,NA,NA
2159,ATH,Kyrios,21/10/2015,05/11/2012,24,32,18,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
11036,LGA,Kyrios,26/07/2009,11/08/2007,42,42,32,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
38530,IGV,Kyrios,23/11/2015,08/12/2012,25,33,20,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17153,SVA,Kyrios,12/10/2009,28/10/2006,50,33,59,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
30404,LGA,Kyrios,15/09/2009,01/10/2006,32,28,9,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
44243,LGA,Kyrios,04/05/2007,19/05/2005,29,33,5,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
35346,IPV,Kyrios,29/10/2010,14/11/2007,34,22,26,1,NA,Yes,No,Allocated,Doro DA,23/01/2008,Completed,04/11/2008
44453,ATH,Kyrios,14/11/2018,29/11/2016,34,30,9,0,NA,No,No,NA,NA,NA,NA,NA
951,IGV,Kyrios,26/08/2013,11/09/2010,21,39,27,0,NA,No,No,NA,NA,NA,NA,NA
27154,IGV,Kyrios,11/06/2018,26/06/2016,54,61,21,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
19516,SVC,Kyrios,23/07/2013,08/08/2010,31,24,58,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9234,LGA,Kyrios,05/02/2012,20/02/2010,34,38,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
23080,LGA,Kyrios,28/02/2010,15/03/2008,51,39,15,1,NA,Yes,No,Allocated,NA,22/09/2008,Completed,19/03/2009
10097,IGV,Kyrios,21/06/2013,07/07/2011,28,42,53,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
25399,ATH,Kyrios,13/03/2019,28/03/2016,49,31,38,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
32832,IGV,Kyrios,18/01/2011,02/02/2009,67,46,33,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
7113,IGV,Kyrios,02/07/2019,17/07/2016,38,44,21,0,NA,No,No,NA,NA,NA,NA,NA
31398,IGV,Kyrios,04/07/2008,20/07/2006,52,52,50,0,NA,No,No,NA,NA,NA,NA,NA
1199,IGV,Kyrios,31/01/2011,15/02/2009,48,27,39,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
22671,IGV,Kyrios,29/03/2013,14/04/2011,26,14,37,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
23495,IGV,Kyrios,28/11/2020,14/12/2017,32,24,10,0,NA,No,No,NA,NA,NA,NA,NA
26193,LGA,Kyrios,10/12/2019,25/12/2016,47,42,18,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2786,KAB,Kyrios,22/02/2007,09/03/2004,62,44,51,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
1952,LGA,Kyrios,27/07/2013,12/08/2010,40,40,23,0,NA,No,No,NA,NA,NA,NA,NA
42043,IPV,Kyrios,28/08/2008,13/09/2006,24,22,46,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36620,IGV,Kyrios,14/01/2017,30/01/2015,21,43,9,0,NA,No,No,NA,NA,NA,NA,NA
21449,ATH,Kyrios,19/01/2016,03/02/2014,34,22,15,1,NA,Yes,No,Allocated,NA,10/12/2014,Completed,24/06/2015
5687,LGA,Kyrios,24/06/2007,09/07/2004,46,43,2,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
4339,LGA,Kyrios,06/03/2011,21/03/2009,35,14,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
11989,IGV,Kyrios,25/01/2008,09/02/2006,22,32,14,2,NA,Yes,No,Allocated,Doro V,21/03/2007,Completed,29/11/2007
25577,ATH,Kyrios,26/09/2016,12/10/2013,31,24,25,3,NA,Yes,No,Not allocated,NA,NA,NA,NA
34616,ATH,Kyrios,03/09/2006,18/09/2004,67,66,29,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
9728,ATH,Kyrios,30/10/2013,15/11/2011,19,32,21,0,NA,No,No,NA,NA,NA,NA,NA
30946,IGV,Kyrios,11/09/2020,27/09/2017,19,14,37,1,NA,Yes,No,Allocated,Doro V,10/05/2018,Did not complete,NA
44870,IGV,Kyrios,27/06/2012,13/07/2010,61,55,24,0,NA,No,No,NA,NA,NA,NA,NA
40232,SVA,Kyrios,10/05/2014,26/05/2011,25,20,54,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
46070,LGA,Kyrios,16/04/2017,02/05/2014,48,29,35,1,NA,Yes,No,Allocated,NA,10/07/2016,Did not complete,NA
1274,LGA,Kyrios,17/09/2015,02/10/2013,24,36,9,0,NA,No,No,NA,NA,NA,NA,NA
37463,ATH,Kyrios,09/04/2015,24/04/2013,29,30,10,0,NA,No,No,NA,NA,NA,NA,NA
45127,IGV,Kyrios,27/05/2015,11/06/2012,39,32,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
33794,SVA,Kyrios,09/12/2011,24/12/2008,21,24,46,1,NA,Yes,No,Allocated,Doro S,19/06/2010,Completed,22/03/2011
26323,IGV,Kyrios,08/04/2008,24/04/2006,26,33,9,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
21138,SVC,Kyrios,30/09/2008,16/10/2006,10,3,35,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
38697,ATH,Kyrios,24/05/2015,08/06/2013,19,30,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
30863,LGA,Kyrios,30/06/2018,16/07/2015,50,40,52,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2131,LGA,Kyrios,05/04/2017,21/04/2014,34,44,14,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
36915,LGA,Kyrios,08/06/2019,23/06/2017,26,32,38,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
14302,IPV,Kyrios,26/01/2013,11/02/2010,20,30,8,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31122,LGA,Kyrios,21/05/2015,05/06/2012,20,41,8,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
8326,LGA,Kyrios,15/10/2019,30/10/2017,37,40,60,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
24539,ATH,Kyrios,09/09/2013,25/09/2010,34,29,28,0,NA,No,No,NA,NA,NA,NA,NA
28143,LGA,Kyrios,27/08/2018,11/09/2016,32,24,46,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
40194,IGV,Kyrios,02/05/2011,17/05/2009,25,24,56,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
23161,LGA,Kyrios,23/02/2015,10/03/2013,41,35,33,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
38053,LGA,Kyrios,14/09/2010,29/09/2008,19,39,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40924,IGV,Kyrios,05/07/2012,21/07/2009,27,39,12,4,NA,Yes,No,Not allocated,NA,NA,NA,NA
7081,ATH,Kyrios,24/09/2014,09/10/2012,46,42,21,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
35449,IGV,Kyrios,30/03/2010,14/04/2008,37,35,21,0,NA,No,No,NA,NA,NA,NA,NA
34452,LGA,Kyrios,20/11/2006,05/12/2004,25,30,17,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
38581,IGV,Kyrios,18/05/2008,03/06/2005,21,34,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
26233,LGA,Kyrios,14/07/2015,29/07/2013,18,20,74,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9631,LGA,Kyrios,17/03/2015,01/04/2012,45,46,12,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
37557,SVA,Kyrios,04/08/2018,19/08/2016,25,14,51,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
27894,IPV,Kyrios,14/05/2015,29/05/2012,3,4,34,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9368,LGA,Kyrios,03/07/2011,18/07/2009,33,43,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
2032,LGA,Kyrios,26/07/2020,11/08/2017,46,31,19,1,NA,Yes,No,Allocated,NA,07/09/2019,Completed,23/02/2020
25939,IPV,Kyrios,22/09/2009,08/10/2007,23,22,39,0,NA,No,No,NA,NA,NA,NA,NA
31498,IGV,Kyrios,15/05/2015,30/05/2012,32,30,35,2,NA,Yes,No,Allocated,Doro V,04/07/2013,Completed,25/03/2014
11368,ATH,Kyrios,06/01/2011,22/01/2008,29,39,2,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
35713,ATH,Kyrios,11/12/2018,27/12/2015,38,27,6,2,NA,Yes,No,Allocated,NA,01/05/2016,Completed,12/11/2016
35415,LGA,Kyrios,10/04/2010,25/04/2008,20,32,12,0,NA,No,No,NA,NA,NA,NA,NA
9550,IPV,Kyrios,03/05/2011,18/05/2008,42,32,24,0,NA,No,No,NA,NA,NA,NA,NA
36721,ATH,Kyrios,22/03/2017,07/04/2014,33,30,4,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
45376,LGA,Kyrios,26/04/2019,11/05/2016,30,36,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
38340,IGV,Kyrios,12/06/2020,28/06/2017,36,40,3,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
31064,SVC,Kyrios,31/07/2011,15/08/2008,18,22,85,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
37287,LGA,Kyrios,10/08/2006,25/08/2004,26,37,9,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
28744,LGA,Kyrios,28/06/2010,14/07/2007,20,38,15,0,NA,No,No,NA,NA,NA,NA,NA
17790,SVC,Kyrios,22/09/2019,07/10/2017,42,46,18,0,NA,No,No,NA,NA,NA,NA,NA
13901,ATH,Kyrios,10/10/2019,25/10/2016,46,48,36,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
4248,LGA,Kyrios,13/12/2017,29/12/2015,36,39,18,0,NA,No,No,NA,NA,NA,NA,NA
24464,LGA,Kyrios,11/03/2012,27/03/2009,68,42,29,0,NA,No,No,NA,NA,NA,NA,NA
3925,LGA,Kyrios,10/12/2017,26/12/2015,35,40,56,0,NA,No,No,NA,NA,NA,NA,NA
37423,LGA,Kyrios,30/03/2010,14/04/2008,35,38,15,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
20607,IGV,Kyrios,03/03/2007,18/03/2004,66,42,16,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
46030,LGA,Kyrios,30/05/2017,15/06/2015,8,11,42,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
17321,LGA,Kyrios,05/10/2017,21/10/2014,47,54,2,0,NA,No,No,NA,NA,NA,NA,NA
3735,IGV,Kyrios,20/01/2009,05/02/2007,44,48,48,2,NA,Yes,No,Allocated,Doro V,07/10/2007,Completed,22/07/2008
33732,IGV,Kyrios,07/07/2012,23/07/2009,46,52,14,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
31044,IGV,Kyrios,05/05/2010,20/05/2008,55,44,39,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
28832,LGA,Kyrios,18/09/2016,04/10/2013,48,34,10,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
9022,IGV,Kyrios,26/02/2019,13/03/2017,42,29,17,0,NA,No,No,NA,NA,NA,NA,NA
19973,ATH,Kyrios,03/06/2007,18/06/2005,45,50,54,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
35972,LGA,Kyrios,08/05/2008,24/05/2006,27,18,36,2,NA,Yes,No,Not allocated,NA,NA,NA,NA
26231,IGV,Kyrios,20/05/2009,05/06/2007,38,52,25,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
16732,LGA,Kyrios,11/07/2009,27/07/2006,38,31,35,0,NA,No,No,NA,NA,NA,NA,NA
41032,IGV,Kyrios,09/09/2015,24/09/2013,44,55,24,0,NA,No,No,NA,NA,NA,NA,NA
33357,ATH,Kyrios,11/03/2014,27/03/2011,34,20,3,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
40549,ATH,Kyrios,03/09/2019,18/09/2016,33,43,24,1,NA,Yes,No,Allocated,NA,14/05/2018,Did not complete,NA
39591,LGA,Kyrios,12/03/2016,28/03/2013,36,52,13,1,NA,Yes,No,Allocated,NA,29/12/2013,Completed,30/06/2014
16165,LGA,Kyrios,28/10/2012,13/11/2010,20,40,14,0,NA,No,No,NA,NA,NA,NA,NA
4479,ATH,Kyrios,04/01/2015,19/01/2013,39,33,38,1,NA,Yes,No,Allocated,NA,28/11/2013,Completed,18/05/2014
31804,SVC,Kyrios,14/11/2014,29/11/2012,33,22,51,0,NA,No,No,NA,NA,NA,NA,NA
26104,LGA,Kyrios,27/02/2007,14/03/2005,47,42,27,0,NA,No,No,NA,NA,NA,NA,NA
37805,IGV,Kyrios,28/11/2015,13/12/2013,51,40,29,1,NA,Yes,No,Not allocated,NA,NA,NA,NA
22331,ATH,Kyrios,01/12/2008,17/12/2006,35,34,14,1,NA,Yes,No,Allocated,NA,17/12/2007,Completed,26/06/2008
74,IGV,Kyrios,25/02/2012,12/03/2009,62,59,33,0,NA,No,No,NA,NA,NA,NA,NA
38640,LGA,Kyrios,12/07/2009,28/07/2007,32,20,16,0,NA,No,No,NA,NA,NA,NA,NA
21861,IGV,Kyrios,19/05/2011,03/06/2009,28,30,3,0,NA,No,No,NA,NA,NA,NA,NA
8478,IGV,Kyrios,16/09/2017,02/10/2014,28,42,29,1,NA,Yes,No,Allocated,Doro V,11/12/2016,Completed,08/09/2017
